,Are you self-employed?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?,company_size,age_class
400,0,1.0,1.0,Yes,I am not sure,No,I don't know,Yes,2,Maybe,No,Maybe,Maybe,I don't know,No,1,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat not open,Maybe,Maybe,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,34,Male,United States of America,California,United States of America,California,Back-end Developer|DevOps/SysAdmin,Never,4,3
401,0,1.0,1.0,Yes,Yes,No,No,Yes,1,Maybe,No,No,Yes,Yes,No,1,No,No,"Yes, I think it would","No, I don't think they would",Somewhat open,Yes,No,No,Maybe,Maybe,Yes,1,Rarely,Often,32,Male,United States of America,California,United States of America,California,Back-end Developer,Sometimes,2,3
402,0,1.0,1.0,No,No,No,No,I don't know,2,Maybe,Maybe,Yes,Yes,I don't know,No,1,Maybe,Maybe,"Yes, it has",Maybe,Somewhat open,Yes,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,37,Male,United Kingdom,,United Kingdom,,Support,Always,4,3
404,0,1.0,1.0,I don't know,No,Yes,No,I don't know,1,Yes,Maybe,Maybe,Maybe,Yes,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Never,Often,31,Male,United States of America,Florida,United States of America,California,Dev Evangelist/Advocate|Support|Back-end Developer,Always,3,3
405,0,0.0,0.0,No,I am not sure,No,No,I don't know,1,Maybe,No,Maybe,Maybe,I don't know,No,1,Maybe,No,"Yes, it has",Maybe,Very open,No,Maybe,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,26,Male,Colombia,,Colombia,,Front-end Developer,Always,3,2
407,0,1.0,1.0,Yes,Yes,No,I don't know,I don't know,0,Maybe,No,Maybe,Yes,No,No,1,No,No,"Yes, I think it would",Maybe,Neutral,Maybe,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Often,36,Male,United States of America,Minnesota,United States of America,Minnesota,Supervisor/Team Lead|Back-end Developer,Sometimes,4,3
408,0,1.0,1.0,Yes,No,No,No,I don't know,0,Maybe,No,No,No,I don't know,No,1,No,No,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),Yes,Maybe,Yes,Yes,No,Yes,1,Not applicable to me,Not applicable to me,38,Male,United States of America,Missouri,United States of America,California,Back-end Developer,Always,4,3
409,0,1.0,1.0,Yes,Yes,No,No,I don't know,2,No,No,Yes,Maybe,I don't know,No,0,No,No,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,No,No,Yes,Yes,1,Never,Often,24,Male,United States of America,Alabama,United States of America,Alabama,Full track,Sometimes,3,2
410,0,1.0,1.0,I don't know,No,No,I don't know,I don't know,4,Maybe,Maybe,No,Maybe,I don't know,No,1,Maybe,No,Maybe,Maybe,Neutral,No,Maybe,I don't know,Yes,Yes,No,0,Never,Rarely,26,Male,United States of America,California,United States of America,California,Back-end Developer,Sometimes,4,2
411,0,1.0,1.0,Yes,I am not sure,Yes,I don't know,I don't know,0,Maybe,No,Maybe,Yes,I don't know,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,37,Male,United States of America,California,United States of America,California,Dev Evangelist/Advocate|DevOps/SysAdmin,Never,6,3
412,0,1.0,1.0,I don't know,I am not sure,No,No,I don't know,3,No,No,Maybe,Maybe,No,Yes,1,Maybe,No,Maybe,Maybe,Neutral,Maybe,Yes,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,27,Female,United Kingdom,,United Kingdom,,Designer,Never,3,2
414,0,1.0,1.0,Yes,I am not sure,Yes,I don't know,Yes,1,No,No,Yes,Yes,Yes,No,1,Yes,Maybe,"No, I don't think it would",Maybe,Very open,No,Maybe,No,Yes,No,No,1,Never,Sometimes,32,Male,Netherlands,,Netherlands,,Back-end Developer,Never,3,3
415,0,0.0,0.0,Yes,I am not sure,No,Yes,No,3,No,No,Yes,Yes,Yes,No,0,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Maybe,I don't know,Yes,Yes,Yes,1,Rarely,Sometimes,30,Male,Netherlands,,Netherlands,,Front-end Developer|Back-end Developer|Support|DevOps/SysAdmin,Never,2,3
416,0,1.0,1.0,No,No,Yes,No,I don't know,5,No,No,Yes,Yes,Yes,No,1,Yes,No,"Yes, I think it would","No, I don't think they would",Somewhat open,No,Maybe,No,Yes,Yes,Yes,1,Sometimes,Sometimes,26,Female,Germany,,Germany,,Dev Evangelist/Advocate,Always,3,2
419,0,1.0,1.0,Not eligible for coverage / N/A,No,No,No,I don't know,0,No,No,Maybe,Yes,I don't know,No,1,Yes,Maybe,Maybe,Maybe,Very open,No,Maybe,Yes,Yes,Maybe,No,1,Not applicable to me,Sometimes,29,Male,Colombia,,Colombia,,Back-end Developer,Always,3,2
420,0,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,0,Maybe,Maybe,Yes,Maybe,I don't know,No,1,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,26,Genderqueer/Other,Germany,,Germany,,Back-end Developer|DevOps/SysAdmin,Never,3,2
421,0,1.0,1.0,Yes,I am not sure,No,No,I don't know,4,No,No,Maybe,Maybe,No,No,1,No,No,"Yes, I think it would",Maybe,Somewhat not open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,23,Female,United States of America,California,United States of America,California,Back-end Developer,Never,4,2
422,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,2,No,No,Yes,Yes,Yes,No,1,Yes,Yes,"No, I don't think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No,Maybe,Yes,Yes,No,Yes,1,Rarely,Sometimes,30,Male,United States of America,California,United States of America,California,Supervisor/Team Lead|Support,Sometimes,4,3
423,0,0.0,0.0,Yes,No,I don't know,Yes,I don't know,4,Maybe,Maybe,No,No,No,No,1,No,No,Maybe,Maybe,Somewhat not open,Yes,Yes,Yes,Yes,Yes,Yes,0,Not applicable to me,Sometimes,40,Male,United States of America,Indiana,United States of America,Indiana,Supervisor/Team Lead,Sometimes,6,4
424,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,5,Maybe,Maybe,No,No,I don't know,No,1,No,No,"Yes, I think it would",Maybe,Not open at all,Yes,Yes,I don't know,Maybe,Maybe,Yes,1,Sometimes,Sometimes,46,Male,United States of America,California,United States of America,California,Supervisor/Team Lead|Support,Sometimes,4,4
425,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,0,No,No,Yes,Yes,I don't know,No,1,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,26,Male,United States of America,Colorado,United States of America,Colorado,Back-end Developer,Sometimes,3,2
426,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,0,Maybe,No,No,No,I don't know,No,1,Yes,No,"Yes, I think it would",Maybe,Neutral,Maybe,No,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,30,Male,United States of America,California,United States of America,California,DevOps/SysAdmin,Sometimes,6,3
427,0,1.0,1.0,No,No,No,No,I don't know,0,Yes,Maybe,No,No,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Very open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,27,Female,Canada,,United States of America,California,Back-end Developer,Always,4,2
429,0,1.0,1.0,Yes,Yes,No,Yes,I don't know,3,Maybe,No,Maybe,No,No,No,1,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,Yes,Yes,Yes,Yes,1,Rarely,Often,26,Female,United States of America,California,United States of America,California,HR|Dev Evangelist/Advocate|Sales,Sometimes,3,2
430,0,1.0,1.0,I don't know,No,I don't know,I don't know,I don't know,2,No,No,Yes,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe,Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,35,Male,Australia,,Australia,,Back-end Developer,Always,4,3
431,0,0.0,0.0,I don't know,I am not sure,No,No,I don't know,2,No,No,Maybe,Maybe,Yes,Yes,1,Yes,Maybe,Maybe,"Yes, they do",Somewhat not open,Maybe,Yes,Yes,Yes,Yes,No,1,Rarely,Sometimes,29,Male,Netherlands,,Netherlands,,DevOps/SysAdmin|Back-end Developer,Never,3,2
432,0,1.0,1.0,I don't know,I am not sure,Yes,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,Maybe,No,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Maybe,No,No,No,No,1,Not applicable to me,Not applicable to me,34,Male,United Kingdom,,United Kingdom,,Back-end Developer|Dev Evangelist/Advocate|Supervisor/Team Lead,Sometimes,4,3
434,0,1.0,1.0,No,I am not sure,No,No,Yes,0,Maybe,No,Maybe,No,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,Maybe,Yes,No,Maybe,Maybe,No,0,Not applicable to me,Sometimes,39,Male,United Kingdom,,United Kingdom,,Executive Leadership,Sometimes,4,3
435,0,1.0,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,2,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,Maybe,"No, I don't think they would",Very open,Yes,No,No,No,No,No,0,Not applicable to me,Not applicable to me,27,Male,United Kingdom,,United Kingdom,,Back-end Developer|DevOps/SysAdmin,Sometimes,4,2
436,0,1.0,1.0,No,No,No,No,I don't know,2,No,No,Maybe,Yes,I don't know,No,1,Yes,No,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,No,Yes,No,Yes,1,Sometimes,Often,31,Male,Czech Republic,,Czech Republic,,Supervisor/Team Lead,Sometimes,5,3
437,0,0.0,0.0,No,No,No,No,I don't know,4,Maybe,No,No,Yes,No,Yes,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Yes,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,26,Male,United Kingdom,,United Kingdom,,Supervisor/Team Lead|Front-end Developer|Back-end Developer,Never,3,2
438,0,1.0,1.0,Yes,No,No,I don't know,Yes,3,Maybe,Maybe,Yes,Maybe,I don't know,No,1,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Not open at all,Yes,Yes,Yes,Maybe,Maybe,No,1,Sometimes,Sometimes,44,Male,United States of America,North Carolina,United States of America,North Carolina,Back-end Developer,Always,3,4
439,0,1.0,1.0,Yes,No,I don't know,No,I don't know,3,Maybe,No,Maybe,Maybe,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,27,Male,United States of America,California,United States of America,California,Back-end Developer,Sometimes,4,2
440,0,0.0,0.0,Yes,I am not sure,No,No,I don't know,2,No,No,Maybe,Yes,I don't know,No,1,No,No,Maybe,Maybe,Very open,No,Maybe,Yes,Yes,Yes,Yes,1,Never,Sometimes,57,Female,United States of America,Iowa,United States of America,Iowa,Back-end Developer|Front-end Developer|Designer,Sometimes,4,5
445,0,0.0,0.0,I don't know,I am not sure,No,No,No,3,Yes,No,No,Maybe,I don't know,No,1,No,No,Maybe,"Yes, I think they would",Very open,Yes,Yes,I don't know,Maybe,Maybe,No,1,Often,Sometimes,35,Male,United States of America,Michigan,United States of America,Michigan,Supervisor/Team Lead|DevOps/SysAdmin,Never,6,3
446,0,1.0,1.0,Yes,No,No,I don't know,I don't know,4,Maybe,Maybe,Maybe,No,Yes,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe,No,I don't know,Yes,Yes,Yes,1,Often,Often,26,Male,United States of America,New York,United States of America,New York,Back-end Developer,Always,4,2
447,0,1.0,1.0,I don't know,I am not sure,Yes,Yes,Yes,1,No,No,Maybe,Yes,Yes,No,1,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,No,No,Maybe,No,0,Not applicable to me,Not applicable to me,22,Female,United States of America,New York,United States of America,New York,Full track,Never,2,2
448,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,2,Maybe,Maybe,Maybe,Maybe,I don't know,No,1,No,No,"Yes, I think it would",Maybe,Neutral,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,31,Male,United States of America,California,United States of America,California,Back-end Developer,Sometimes,4,3
449,0,1.0,1.0,I don't know,No,No,No,No,4,Maybe,Maybe,No,No,I don't know,No,0,Maybe,No,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),Maybe,Maybe,No,No,No,No,1,Not applicable to me,Not applicable to me,31,Male,United Kingdom,,United Kingdom,,Back-end Developer,Never,3,3
451,0,0.0,0.0,Yes,Yes,No,Yes,Yes,3,Maybe,No,Maybe,Yes,No,No,1,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,Maybe,Maybe,No,No,Yes,Yes,1,Sometimes,Sometimes,26,Male,United States of America,New York,United States of America,New York,DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Sometimes,6,2
452,0,1.0,1.0,No,I am not sure,No,No,No,5,Yes,No,No,No,I don't know,No,1,No,No,"Yes, it has","Yes, they do",Somewhat not open,Yes,Maybe,Yes,Yes,Yes,No,1,Sometimes,Sometimes,36,Male,United States of America,Georgia,United States of America,Georgia,One-person shop,Sometimes,1,3
453,0,1.0,1.0,Yes,Yes,No,No,Yes,2,No,No,Yes,Yes,Yes,No,1,Yes,No,Maybe,"No, they do not",Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,33,Male,United States of America,Illinois,United States of America,Illinois,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer,Sometimes,3,3
454,0,1.0,1.0,Yes,I am not sure,Yes,No,I don't know,1,No,No,Yes,Yes,I don't know,No,0,Maybe,No,"No, I don't think it would","No, they do not",Somewhat not open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,24,Female,United States of America,New York,United States of America,New York,Full track,Sometimes,5,2
455,0,1.0,1.0,No,No,No,No,I don't know,1,Maybe,Maybe,No,Maybe,No,No,1,No,No,"Yes, it has","Yes, they do",Somewhat not open,No,Maybe,Yes,Maybe,Maybe,No,0,Often,Rarely,22,Male,Vietnam,,Vietnam,,Full track,Sometimes,2,2
456,0,1.0,1.0,Yes,Yes,No,Yes,I don't know,4,No,No,Maybe,Yes,Yes,No,1,No,No,"No, I don't think it would","No, I don't think they would",Somewhat open,Maybe,No,Yes,Yes,Maybe,Yes,1,Rarely,Rarely,33,Male,United States of America,Indiana,United States of America,Indiana,Supervisor/Team Lead|DevOps/SysAdmin|Support,Always,2,3
457,0,1.0,1.0,Yes,No,No,I don't know,I don't know,2,Maybe,Maybe,Maybe,Maybe,No,No,0,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe,No,No,Yes,Yes,Yes,1,Rarely,Sometimes,37,Female,United States of America,California,United States of America,California,Support,Sometimes,6,3
458,0,1.0,1.0,Yes,I am not sure,No,I don't know,I don't know,1,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,Yes,No,No,Yes,Maybe,No,0,Rarely,Sometimes,29,Male,United States of America,Washington,United States of America,Ohio,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Front-end Developer,Always,2,2
459,0,0.0,0.0,Not eligible for coverage / N/A,I am not sure,Yes,No,Yes,3,No,No,Yes,Yes,Yes,No,1,Maybe,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,Maybe,I don't know,Maybe,No,No,1,Not applicable to me,Not applicable to me,38,Male,United States of America,Tennessee,United States of America,Tennessee,Back-end Developer,Sometimes,1,3
460,0,1.0,1.0,No,I am not sure,No,No,I don't know,3,Maybe,Maybe,No,No,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe,Maybe,Yes,Maybe,Maybe,No,0,Sometimes,Not applicable to me,33,Male,United States of America,Minnesota,United States of America,Minnesota,DevOps/SysAdmin|Back-end Developer,Sometimes,1,3
461,0,1.0,1.0,I don't know,I am not sure,No,No,I don't know,3,Yes,Yes,No,No,No,No,1,No,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Yes,Yes,Yes,Maybe,Yes,1,Never,Often,44,Female,Canada,,Canada,,Executive Leadership,Always,1,4
462,0,0.0,0.0,Yes,I am not sure,No,No,I don't know,2,No,No,Maybe,Yes,I don't know,No,1,Maybe,No,Maybe,"No, I don't think they would",Very open,No,Maybe,Yes,Yes,Yes,Yes,1,Never,Sometimes,23,Male,United States of America,Minnesota,United States of America,Minnesota,Back-end Developer,Sometimes,2,2
464,0,0.0,0.0,I don't know,No,No,No,I don't know,5,Yes,No,No,No,No,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Very open,Yes,Yes,I don't know,Yes,Yes,Yes,1,Rarely,Sometimes,30,Male,United States of America,Tennessee,United States of America,Tennessee,Full track,Never,6,3
465,0,1.0,1.0,Yes,No,No,No,I don't know,3,No,No,Yes,Yes,I don't know,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,Maybe,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,28,Male,United States of America,Nebraska,United States of America,Nebraska,Back-end Developer,Sometimes,3,2
466,0,1.0,1.0,Yes,Yes,No,No,No,2,No,No,Maybe,Maybe,No,No,1,Maybe,No,Maybe,"No, I don't think they would",Somewhat not open,Maybe,Maybe,I don't know,Maybe,Maybe,No,0,Not applicable to me,Often,39,Male,United States of America,West Virginia,United States of America,West Virginia,Full track,Never,3,3
467,0,1.0,1.0,No,No,No,No,I don't know,4,Yes,No,No,No,I don't know,No,1,Yes,No,Maybe,Maybe,Somewhat open,Maybe,Maybe,Yes,Yes,Yes,Yes,1,Never,Sometimes,24,Female,United States of America,California,United States of America,California,Front-end Developer,Never,2,2
469,0,0.0,0.0,Yes,Yes,Yes,Yes,I don't know,2,No,No,Maybe,Yes,Yes,No,1,Yes,No,Maybe,"Yes, I think they would",Somewhat open,Maybe,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,35,Male,United States of America,Tennessee,United States of America,Tennessee,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes,6,3
470,0,1.0,1.0,No,No,No,I don't know,I don't know,3,No,No,Yes,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Neutral,No,Maybe,Yes,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,23,Male,United States of America,Nebraska,United States of America,Nebraska,Front-end Developer,Never,2,2
471,0,0.0,0.0,Yes,I am not sure,I don't know,Yes,Yes,1,No,No,Maybe,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,37,Male,United States of America,Tennessee,United States of America,Tennessee,Other,Sometimes,6,3
472,0,1.0,1.0,Yes,I am not sure,No,No,I don't know,2,No,No,Maybe,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Neutral,Maybe,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,35,Male,United States of America,Tennessee,United States of America,Tennessee,DevOps/SysAdmin|Front-end Developer|Back-end Developer,Sometimes,2,3
473,0,0.0,0.0,Yes,Yes,No,No,Yes,3,No,No,Maybe,Maybe,Yes,No,1,Yes,Maybe,Maybe,"No, I don't think they would",Neutral,Maybe,No,I don't know,Maybe,Maybe,No,0,Sometimes,Sometimes,27,Male,United States of America,Tennessee,United States of America,Tennessee,Supervisor/Team Lead|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Sometimes,3,2
474,0,1.0,1.0,I don't know,I am not sure,No,No,I don't know,1,No,No,Maybe,Maybe,Yes,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Maybe,Yes,Maybe,Maybe,No,0,Rarely,Sometimes,27,Female,United States of America,Nevada,United States of America,Nevada,DevOps/SysAdmin|Back-end Developer|Front-end Developer|Designer,Always,1,2
475,0,1.0,1.0,Yes,I am not sure,No,Yes,I don't know,4,Maybe,No,No,No,I don't know,No,1,No,No,Maybe,"Yes, I think they would",Neutral,No,Maybe,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,27,Female,United States of America,Nebraska,United States of America,Nebraska,Front-end Developer,Never,6,2
476,0,1.0,1.0,I don't know,I am not sure,No,No,I don't know,2,Maybe,Maybe,No,No,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,42,Male,United States of America,Nebraska,United States of America,Nebraska,Full track,Sometimes,2,4
477,0,0.0,0.0,Yes,I am not sure,No,No,Yes,4,Maybe,Maybe,No,Maybe,No,No,1,No,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),Maybe,No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,32,Male,United States of America,Illinois,United States of America,Illinois,Front-end Developer,Never,2,3
478,0,1.0,1.0,I don't know,I am not sure,No,No,I don't know,0,No,No,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Maybe,Yes,Yes,Maybe,Yes,1,Sometimes,Often,26,Male,Finland,,Finland,,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes,2,2
479,0,1.0,1.0,I don't know,No,No,I don't know,I don't know,3,Yes,No,No,No,I don't know,No,1,Maybe,No,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,Maybe,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,28,Male,Bulgaria,,Bulgaria,,Back-end Developer,Never,4,2
480,0,1.0,1.0,I don't know,No,No,No,I don't know,0,Yes,No,No,No,I don't know,No,1,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,28,Male,United States of America,Nebraska,United States of America,Nebraska,Front-end Developer,Sometimes,2,2
481,0,1.0,1.0,Yes,No,No,Yes,Yes,0,Maybe,No,No,No,I don't know,No,1,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,No,Maybe,Yes,Yes,No,Yes,1,Rarely,Sometimes,32,Male,United States of America,Nebraska,United States of America,Nebraska,Full track,Sometimes,4,3
483,0,1.0,1.0,Yes,I am not sure,Yes,Yes,I don't know,3,Maybe,No,Maybe,Maybe,No,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe,No,I don't know,Yes,Yes,Yes,1,Rarely,Sometimes,34,Male,United States of America,Indiana,United States of America,Indiana,Back-end Developer,Never,3,3
484,0,1.0,1.0,I don't know,I am not sure,No,I don't know,No,3,Maybe,Maybe,No,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Maybe,No,Maybe,Maybe,No,1,Rarely,Sometimes,61,Female,United States of America,Colorado,United States of America,Colorado,Other,Sometimes,2,5
487,0,0.0,0.0,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,0,Yes,Maybe,Maybe,Maybe,No,Yes,0,Yes,Yes,"Yes, it has",Maybe,Somewhat open,Yes,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,51,Male,Germany,,Germany,,Front-end Developer,Sometimes,2,5
489,0,1.0,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,1,No,No,Yes,Yes,Yes,No,1,Yes,Maybe,Maybe,Maybe,Very open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,34,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,Front-end Developer|Designer,Always,5,3
